Compound Name,Formula,Water Solubility (mg/L),Water Solubility (g/L)
"Propanoic Acid, 3-Hydroxy-, Butyl Ester",C7H14O3,7500,7.5
"Propanoic Acid, 3-Methoxy-, Butyl Ester",C8H16O3,9800,9.8
"Propanoic Acid, 3-Methoxy-, Methyl Ester",C5H10O3,750000,750
"Propanoic Acid, 3-Phosphono-",C3H7O5P,488000,488
"Propanoic Acid, 3-Propoxy-, Propyl Ester",C9H18O3,3600,3.6
"Propanoic Acid, 4-Nitrophenyl Ester",C9H9NO4,25,0.025
"Propanol 1 (or 2)-2-Methoxymethyl Ethoxy, Acetat",C9H18O4,194000,194
Propaphos,C13H21O4PS,125,0.125
Propaquizafop,C22H22ClN3O5,63,0.063
Propargite,C19H26O4S,21.5,0.0215
Propargyl Alcohol,C3H4O,1000000,1000
Propazine,C9H16ClN5,8.6,0.0086
Propene,C3H6,200,0.2
Propentofylline,C15H22N4O3,32000,32
Propetamphos,C10H20NO4PS,110,0.11
Propiconazole,C15H17Cl2N3O2,110,0.11
Propionaldehyde,C3H6O,306000,306
"Propionamide, 2,2'-Oxybis-, Meso-",C6H12N2O3,240000,240
Propionic Acid,C3H6O2,1000000,1000
"Propionic Acid, 2,2'-Diselenobis[2-Methyl-",C8H14O4Se2,290,0.29
"Propionic Acid, 3,3-Dimethyl-2,3'-Iminodi-",C8H15NO4,24000,24
"Propionic Acid, 3-Ethoxy-, Hexyl Ester",C11H22O3,300,0.3
"Propionic Acid, 3-Ethoxy-, Pentyl Ester",C10H20O3,1200,1.2
"Propionic Acid, 3-Methoxy-, Propyl Ester",C7H14O3,32000,32
"Propionic Acid, 3-Propoxy-, Methyl Ester",C7H14O3,34000,34
Propionitrile,C3H5N,103000,103
Propiophenone,C9H10O,2000,2
Propisochlor,C15H22ClNO2,184,0.184
Propoxur,C11H15NO3,1860,1.86
Propoxycarbazone Sodium,C15H17N4NaO7S,42000,42
Propranolol,C16H19NO2,61.7,0.0617
Propylamine,C3H9N,1000000,1000
Propylamine Hydrochloride,C3H10ClN,1000000,1000
Propyl Benzoate,C10H12O2,351,0.351
Propylcyclopentane,C8H16,2.04,0.00204
Propylene Carbonate,C4H6O3,175000,175
Propylene Glycol Me Ether Acetate,C6H12O3,198000,198
Propylene Glycol Mono-t-Butyl Ether,C7H16O2,173000,173
Propylene Oxide,C3H6O,590000,590
Propyl Formate,C4H8O2,22000,22
Propyl Gallate,C10H12O5,3500,3.5
Propyliodone,C10H11I2NO3,140,0.14
Propyl Isopropyl Ether,C6H14O,4700,4.7
Propyl-p-Aminobenzoate,C10H13NO2,842,0.842
Propylpropanedioic Acid,C6H10O4,700000,700
Propylthiouracil,C7H10N2OS,1200,1.2
Propyne,C3H4,3640,3.64
Proscillaridin,C30H42O8,58.8,0.0588
Prosulfocarb,C14H21NOS,13.2,0.0132
Prosulfuron,C15H16F3N5O4S,29,0.029
Prothioconazle,C14H15Cl2N3OS,5,0.005
Prothiophos,C11H15Cl2O2PS2,700,0.7
Prothoate,C9H20NO3PS2,2500,2.5
Protoporphyrin Ix,C34H36N4O4,169,0.169
Proxyphylline,C10H14N4O3,1000000,1000
Prynachlor,C12H12ClNO,500,0.5
P-(sec-Butyl)phenol,C10H14O,960,0.96
Psicofuranine,C11H15N5O5,8000,8
P-t-Butylyphenol,C10H14O,580,0.58
Pteridine,C6H4N4,143000,143
"Pteridine, 2,6,7-Trimethyl-",C9H10N4,12500,12.5
"Pteridine, 2-Chloro-",C6H3ClN4,33300,33.3
"Pteridine, 2-Methoxy-",C7H6N4O,12500,12.5
"Pteridine, 2-Methyl-",C7H6N4,111000,111
"Pteridine, 2-(methylamino)-",C7H7N5,3130,3.13
"Pteridine, 2-(methylthio)-",C7H6N4S,3130,3.13
"Pteridine, 4-Methoxy-",C7H6N4O,12500,12.5
"Pteridine, 4-Methyl-",C7H6N4,50000,50
"Pteridine, 4-(methylthio)-",C7H6N4S,769,0.769
"Pteridine, 6-Chloro-",C6H3ClN4,12500,12.5
"Pteridine, 7-Chloro-",C6H3ClN4,22200,22.2
"Pteridine, 7-Methyl-",C7H6N4,167000,167
Pteropterin,C29H33N9O12,100,0.1
P-Tert-Amylphenol,C11H16O,168,0.168
P-Tolualdehyde,C8H8O,2270,2.27
P-Toluenesulfonic Acid,C7H8O3S,620000,620
P-Toluic Acid,C8H8O2,340,0.34
P-Toluidine,C7H9N,6500,6.5
P-Tolyltoluene,C14H14,17.5,0.0175
"Purin-2(1h)-One, 3,6-Dihydro-3,7-Dimethyl-",C7H10N4O,7600,7.6
"Purine-1(2h)-Acetaldehyde, 3,6-Dihydro-3,7-Dimet",C9H10N4O3,8500,8.5
"Purine-1(2h)-Propionic Acid, 3,6-Dihydro-3,7-Dim",C10H12N4O4,32000,32
"Purine-2,8(3h,9h)-Dione, 3-Methyl-",C6H6N4O2,26700,26.7
"Purine-6-Carboximidic Acid, Hydrazide",C6H7N7,313,0.313
"Purine-7-Acetamide, N,n-Diethyl-1,2,3,6-Tetrahyd",C13H19N5O3,35000,35
Purpurin,C14H8O5,6.4,0.0064
P-Xylene,C8H10,162,0.162
Pymetrozine,C10H11N5O,290,0.29
Pyracarbolid,C13H15NO2,600,0.6
Pyraclofos,C14H18ClN2O3PS,33,0.033
Pyraclostrobin,C19H18ClN3O4,1.9,0.0019
Pyraflufen-Ethyl,C15H13Cl2F3N2O4,1,0.001
"Pyran, 2,2'-Oxybis[tetrahydro-6-Methyl-",C12H22O3,16700,16.7
Pyrasulfotole,C14H13F3N2O4S,69100,69.1
"Pyrazinamide, N-2-Pyrimidinyl-",C9H7N5O,100000,100
"Pyrazinamide, N-(4-Methyl-2-Pyrimidinyl)-",C10H9N5O,40000,40
Pyrazolate,C19H18Cl2N2O4S,560,0.56
Pyrazole,C3H4N2,19400,19.4
Pyrazophos,C14H20N3O5PS,4.2,0.0042
Pyrazosulfuron-Ethyl,C14H18N6O7S,14.5,0.0145
Pyrazoxyfen,C20H16Cl2N2O3,900,0.9
Pyrene,C16H10,13.5,0.0135
"Pyrene, 1-Nitro-",C16H9NO2,118,0.118
Pyrethrin I,C21H28O3,20,0.02
Pyrethrin Ii,C22H28O5,9,0.009
Pyribenzoxim,C32H27N5O8,3.5,0.0035
Pyributicarb,C18H22N2O2S,32,0.032
Pyridaben,C19H25ClN2OS,120,0.12
Pyridalyl,C18H14Cl4F3NO3,15,0.015
Pyridaphenthion,C14H17N2O4PS,100,0.1
Pyridate,C19H23ClN2O2S,1.5,0.0015
Pyridazine,C4H4N2,1000000,1000
"Pyridazine, 3,6-Dichloro-",C4H2Cl2N2,1.17,0.00117
Pyridine,C5H5N,1000000,1000
"Pyridine, 1-Oxide",C5H5NO,1000000,1000
"Pyridine, 2,3,4,6-Tetramethyl-",C9H13N,6670,6.67
"Pyridine, 2,3,6-Trimethyl-",C8H11N,31200,31.2
"Pyridine-2,5-Dicarboxylic Acid",C7H5NO4,1200,1.2
"Pyridine-2,6-Dicarboxylic Acid",C7H5NO4,5000,5
"Pyridine, 2-Ethyl-6-Methyl-",C8H11N,18200,18.2
"Pyrido[3,2-D]pyrimidin-4(1h)-One",C7H5N3O,1270,1.27
Pyridoxal,C8H9NO3,500000,500
Pyridoxal Hydrochloride,C8H10ClNO3,500000,500
Pyridoxine Hydrochloride,C8H12ClNO3,220000,220
Pyrifenox,C14H12Cl2N2O,150,0.15
Pyrimethamine,C12H13ClN4,10,0.01
Pyrimethanil,C12H13N3,121,0.121
Pyrimidifen,C20H28ClN3O2,2.17,0.00217
Pyrimidine,C4H4N2,1000000,1000
"Pyrimidine, 2-(methylthio)-",C5H6N2S,50000,50
"Pyrimido[5,4-D]pyrimidine-2,4,6,8(3h,7h)-Tetrone",C6H4N4O4,68.6,0.0686
"Pyrimido[5,4-D]pyrimidine-2,4,8(3h)-Trione, 1,5-",C6H4N4O3,21.6,0.0216
"Pyrimido[5,4-D]pyrimidine-2,4,8(3h)-Trione, 1,7-",C9H10N4O3,2300,2.3
Pyriminobac-Methyl,C17H19N3O6,90,0.09
Pyrithiobac-Sodium Salt,C13H10ClN2NaO4S,728000,728
Pyrolan,C13H15N3O2,2000,2
Pyromellitic Acid,C10H6O8,14000,14
Pyroquilon,C11H11NO,4000,4
Pyrrole,C4H5N,45000,45
Pyrrolidine,C4H9N,1000000,1000
Pyrrolidone,C4H7NO,1000000,1000
"Pyrrolo[2,1-B]quinazolin-9(1h)-One,2,3-Dihydro-3",C11H12N2O2,1600,1.6
Pyruvic Acid,C3H4O3,1000000,1000
Pysotigmine Sulfate,C30H44N6O8S,1000000,1000
Quadrosilan,C18H28O4Si4,28000,28
Quercetin,C15H10O7,60,0.06
Quercitrin,C21H20O11,64,0.064
Quinalizarin,C14H8O6,2.58,0.00258
Quinalphos,C12H15N2O3PS,22,0.022
Quinamine,C19H24N2O2,667,0.667
"Quinazoline, 3,4-Dihydro-",C8H8N2,25000,25
Quinclorac,C10H5Cl2NO2,650,0.65
Quinethazone,C10H12ClN3O3S,150,0.15
Quinhydrone,C12H10O4,4060,4.06
Quinic Acid,C7H12O6,290000,290
Quinidine,C20H24N2O2,140,0.14
Quinidine Hydrochloride,C20H25ClN2O2,11600,11.6
Quinidine Sulfate,C40H50N4O8S,10500,10.5
Quinine,C20H24N2O2,500,0.5
Quinine Bisulfate,C20H26N2O6S,10800,10.8
Quinine Hydrobromide,C20H25BrN2O2,23300,23.3
Quinine Hypophosphite,C20H27N2O4P,40700,40.7
Quinine Lactate (salt),C23H30N2O5,100000,100
"Quinine, Monohydrochloride",C20H25ClN2O2,47600,47.6
Quinine Sulfate (2:1),C40H50N4O8S,1430,1.43
Quininone,C20H22N2O2,3,0.003
Quinmerac,C11H8ClNO2,223,0.223
Quinoline,C9H7N,6110,6.11
"Quinoline, 2,7-Dimethyl-",C11H11N,1800,1.8
"Quinoline, 2-(nitromethyl)-",C10H8N2O2,1660,1.66
"Quinoline, 4,7-Dichloro-",C9H5Cl2N,312,0.312
"Quinoline, 5,7-Dichloro-4-(4-Fluorophenoxy)-",C15H8Cl2FNO,11.6,0.0116
"Quinoline, 5-Acetamido-8-Ethoxy-",C13H14N2O2,7000,7
"Quinoline, Decahydro-",C9H17N,11500,11.5
Quinoline Yellow,C18H11NO5S,100000,100
Quinolinic Acid,C7H5NO4,11000,11
Quinonamid,C12H6Cl3NO3,3,0.003
Quinoxaline,C8H6N2,660000,660
"Quinoxaline-1,4-Dihydro-2,3-Dione",C8H6N2O2,250,0.25
"Quinoxaline, 5,6,7,8-Tetrachloro-",C8H2Cl4N2,1,0.001
Quizalofop,C17H13ClN2O4,30,0.03
Quizalofop-Ethyl,C19H17ClN2O4,30,0.03
Quizalofop-p-Ethyl,C19H17ClN2O4,40,0.04
Quizalofop-p-Tefuryl,C22H21ClN2O5,4,0.004
(r)-2-Amino-3-Sulfamoyl-Propionic Acid,C3H8N2O4S,24,0.024
(+)(r)-6-Hydroxy-4-Methyl-Caproaldehyde,C7H14O2,11000,11
"(1r,4r)-(+)-Camphor",C10H16O,100,0.1
"(1r,2s)-(-)-Ephedrine",C10H15NO,56900,56.9
"1h-Tetrazole, 5,5'-Dithiobis[1-Methyl-",C4H6N8S2,4000,4
"1h-Pyrrole-3-Propanoic Acid, 2,5-Dihydro-4-Methy",C8H9NO4,40000,40
"1h-Pyrrole-2-Carboxylic Acid, 4-Ethyl-5-Formyl-3",C11H15NO3,400,0.4
"1h-Pyrrole-2-Carboxylic Acid, 3,5-Dimethyl-, Eth",C9H13NO2,400,0.4
"1h-Pyrrole, 2,3-Dihydro-1,5-Dimethyl-",C6H11N,130000,130
"1h-Pyrazolo[3,4-D]pyrimidine",C5H4N4,5000,5
"1h-Pyrazol-5-Amine, 3-Methyl-1-Phenyl-",C10H11N3,20000,20
"1h-Pyrazol-5-Amine, 3,4-Dimethyl-1-Phenyl-",C11H13N3,4000,4
"1h-Pyrazol-4-Ol, 1-Phenyl-",C9H8N2O,1750,1.75
1h-Purine-8-Methanol,C6H6N4O,4550,4.55
"1h-Purine-6-Carboxamide, N-Methyl-",C7H7N5O,735,0.735
"1h-Purine-6,8-Dione, 7,9-Dihydro-",C5H4N4O2,167,0.167
"1h-Purine-2,8(3h,7h)-Dione, 6-Amino-",C5H5N5O2,2,0.002
"1h-Purine-2,8(3h,7h)-Dione",C5H4N4O2,38.5,0.0385
"1h-Purine-2,6-Dione, 8-Ethyl-3,7-Dihydro-1,3,7-t",C10H14N4O2,6000,6
"1h-Purine-2,6-Dione, 8-Ethoxy-3,7-Dihydro-1,3,7-",C10H14N4O3,3000,3
"1h-Purine-2,6-Dione, 7-Ethyl-3,7-Dihydro-1,3-Dim",C9H12N4O2,36700,36.7
"1h-Purine-2,6-Dione, 7-Butyl-3,7-Dihydro-1,3-Dim",C11H16N4O2,3690,3.69
"1h-Purine-2,6-Dione, 3,9-Dihydro-1,3,8,9-Tetrame",C9H12N4O2,1500,1.5
"1h-Purine-2,6-Dione, 3,7-Dihydro-7-(3-Hydroxypro",C10H14N4O3,167000,167
"1h-Purine-2,6-Dione, 3,7-Dihydro-3,7-Dimethyl-1-",C14H14N4O2,5000,5
"1h-Purine-2,6-Dione, 3,7-Dihydro-3,7,8-Trimethyl",C8H10N4O2,55600,55.6
"1h-Purine-2,6-Dione, 3,7-Dihydro-1,3-Dimethyl-7-",C10H14N4O2,231000,231
"1h-Purine-2,6-Dione, 3,7-Dihydro-1,3,8-Trimethyl",C8H10N4O2,36400,36.4
"1h-Purine-2,6-Dione, 3,7-Dihydro-1,3,7,8-Tetrame",C9H12N4O2,7400,7.4
"1h-Purine-2,6-Dione, 3,7,8,9-Tetrahydro-3-Methyl",C6H6N4O2S,2500,2.5
"1h-Purine-2,6-Dione, 1-Ethyl-3,7-Dihydro-3,7-Dim",C9H12N4O2,39800,39.8
"1h-Purine-2,6-Diamine",C5H6N6,2380,2.38
"1h-Purine-2,6,8-Triamine",C5H7N7,5000,5
"1h-Purine-2,6,8(3h)-Trione, 7,9-Dihydro-9-Methyl",C6H6N4O3,21,0.021
"1h-Purine-2,6,8(3h)-Trione, 7,9-Dihydro-3,9-Dime",C7H8N4O3,530,0.53
"1h-Purine-2,6,8(3h)-Trione, 7,9-Dihydro-1,3,7,9-",C9H12N4O3,25000,25
"1h-Purine-1-Acetic Acid, 2,3,6,7-Tetrahydro-3,7-",C9H10N4O4,10000,10
"1h-Purine, 8-Methyl-",C6H6N4,55600,55.6
"1h-Purine, 8-(trifluoromethyl)-",C6H3F3N4,66700,66.7
"1h-Purine, 8-(methylthio)-",C6H6N4S,1540,1.54
"1h-Purine, 6-Methyl-",C6H6N4,200000,200
"1h-Purine, 6-(methylthio)-",C6H6N4S,769,0.769
"1h-Purine, 2-Methoxy-",C6H6N4O,5000,5
"1h-Purine, 2-(methylthio)-",C6H6N4S,455,0.455
1h-Purine,C5H4N4,500000,500
"1h-Purin-8-Amine, N-Methyl-",C6H7N5,2220,2.22
"1h-Purin-8-Amine, N,n-Dimethyl-",C7H9N5,6670,6.67
1h-Purin-8-Amine,C5H5N5,500,0.5
"1h-Purin-6-Amine, N-Methyl-",C6H7N5,1180,1.18
"1h-Purin-6-Amine, N-(phenylmethyl)-",C12H11N5,60,0.06
"1h-Purin-6-Amine, 2,8-Dichloro-",C5H3Cl2N5,500,0.5
"1h-Purin-2-Amine, N,n-Dimethyl-",C7H9N5,333,0.333
"1h-Purin-2-Amine, 6-(trifluoromethyl)-",C6H4F3N5,149,0.149
1h-Purin-2-Amine,C5H5N5,8330,8.33
"1h-Isoindole-1,3(2h)-Dione, 2-(1-Methylpropyl)-",C12H13NO2,250,0.25
"1h-Indole-3-Ethanamine, .alpha.-Ethyl-",C12H16N2,510,0.51
"1h-Indole-2,3-Dicarboxamide, 1-Methyl-",C11H11N3O2,3300,3.3
"1h-Indole, 2,3-Dihydro-1,3,3-Trimethyl-2-((2-Met",C22H23ClN2,30000,30
"1h-Indole, 2,3-Dihydro-",C8H9N,10800,10.8
"1h-Imidazole-4-Sulfonic Acid, 5-Methyl-",C4H6N2O3S,250000,250
1h-Imidazole-4-Sulfonic Acid,C3H4N2O3S,200000,200
"1h-Imidazole-4-Carboxylic Acid, 2-Bromo-5-Methyl",C7H9BrN2O2,3640,3.64
"1h-Imidazole-4-Carboxylic Acid, 2,3-Dihydro-1,3-",C6H8N2O3,16700,16.7
"1h-Imidazole-4,5-Dicarboxylic Acid, 2-Propyl-",C8H10N2O4,1280,1.28
"1h-Imidazole-4,5-Dicarboxylic Acid, 2-Ethyl-",C7H8N2O4,270,0.27
"1h-Imidazole-4,5-Dicarboxylic Acid, 2-(1-Methyle",C8H10N2O4,3200,3.2
"1h-Imidazole-4,5-Dicarboxylic Acid",C5H4N2O4,500,0.5
1h-Imidazole-2-Sulfonic Acid,C3H4N2O3S,125000,125
"1h-Imidazole-1-Acetamide, 2-Nitro-N-(phenylmethy",C12H12N4O3,400,0.4
"1h-Imidazole, 2-(2-Methylpropyl)-",C7H12N2,11100,11.1
"1h-Imidazole, 1-Methyl-",C4H6N2,1000000,1000
1h-Benzotriazole,C6H5N3,19800,19.8
"1h-Azepine, Hexahydro-1-[(benzoyloxy)acetyl]-",C15H19NO3,750,0.75
"1h-2-Benzopyran-3-Carboxylic, 1-Oxo-, Methyl Est",C11H8O4,80,0.08
"1h-2-Benzopyran-3-Carboxylic Acid, 3,4-Dihydro-4",C10H8O5,14900,14.9
"1h-2-Benzopyran-3-Carboxylic Acid, 1-Oxo-",C10H6O4,710,0.71
"1h-1,2,3-Triazolo[4,5-D]pyrimidine",C4H3N5,71000,71
"1-Triazene, 3-Hydroxy-3-Methyl-1-Phenyl-",C7H9N3O,4500,4.5
1-Tetradecanol,C14H30O,19.1,0.0191
1-Sulfanilyl Biguanidine,C8H12N6O2S,1340,1.34
"1-Propyne, 3-Bromo-",C3H3Br,14900,14.9
1-Propylnitrate,C3H7NO3,3290,3.29
1-Propoxy-2-Propanol,C6H14O2,1000000,1000
"1-Propene-1,2,3-Tricarboxylic Acid, (z)-",C6H6O6,400000,400
"1-Propene-1,2,3-Tricarboxylic Acid",C6H6O6,333000,333
"1-Propanone, 1-(4-Aminophenyl)-",C9H11NO,352,0.352
"1-Propanol, 2-(2-Hydroxypropoxy)-",C6H14O3,1000000,1000
"1-Propanol, 2,3-Dimercapto-, 1-Acetate",C5H10O2S2,10000,10
"1-Propanol, 2,3-Dimercapto-",C3H8OS2,87000,87
"1-Propanol, 2,2-Bis(ethylsulfonyl)-",C7H16O5S2,167000,167
1-Propanol,C3H8O,1000000,1000
1-Propanethiol,C3H8S,1900,1.9
"1-Propanamine, 3-Chloro-N,n-Dimethyl-",C5H12ClN,77000,77
"1-Propanamine, 3-(trimethylsilyl)-",C6H17NSi,1470,1.47
"1-Piperoyl-(e,e)-Piperidine",C17H19NO3,40,0.04
"1-Piperazinecarboxylic Acid, 4,4'-Methylenebis-,",C15H28N4O4,47000,47
"1-Piperazinecarboxylic Acid, 4,4'-Ethylenedi-, D",C16H30N4O4,19000,19
1-Phenylheptane,C13H20,44.7,0.0447
1-Phenylethanol,C8H10O,14700,14.7
1-Phenyldecane,C16H26,2400,2.4
1-Phenoxy-2-Propanol,C9H12O2,15100,15.1
"1-Ph-3,5-Dime-4-Nitrosopyrazole",C11H11N3O,37,0.037
1-Pentyne,C5H8,1570,1.57
1-Pentyl Nitrate,C5H11NO3,360,0.36
"1-Pentene, 5-Isothiocyanato-",C6H9NS,160,0.16
1-Pentene,C5H10,148,0.148
1-Penten-3-Ol,C5H10O,90100,90.1
1-Pentanol,C5H12O,22000,22
1-Pentanethiol,C5H12S,156,0.156
"1-Pentanesulfinothioic Acid, S-Pentyl Ester",C10H22OS2,150,0.15
"1-Pentanamine, N,n-Dipentyl-",C15H33N,21.1,0.0211
1-Pentanal,C5H10O,11700,11.7
1-Pentadecanol,C15H32O,10.3,0.0103
1-Octyne,C8H14,24,0.024
1-Octene,C8H16,4.1,0.0041
1-Octanol,C8H18O,540,0.54
"1-Octanesulfonamide, N-(octylsulfonyl)-",C16H35NO4S2,45,0.045
1-Octadecanol,C18H38O,1100,1.1
1-Nonyne,C9H16,7.14,0.00714
1-Nonanol,C9H20O,140,0.14
1-Nitroso-2-Naphthol,C10H7NO2,1000,1
1-Nitroso-1-Methylurea,C2H5N3O2,14400,14.4
1-Nitropropane,C3H7NO2,15000,15
1-Nitropentane,C5H11NO2,1300,1.3
1-Nitronaphthalene,C10H7NO2,9.18,0.00918
1-Nitrobutane,C4H9NO2,4600,4.6
1-Nitro-2-Naphthol,C10H7NO3,200,0.2
1-Napthoic Acid,C11H8O2,86,0.086
1-Naphthylamine-6-Sulfonic Acid,C10H9NO3S,1000,1
1-Naphthylamine,C10H9N,1700,1.7
1-Naphthyl-N-Methylcarbamate,C12H11NO2,110,0.11
1-Naphthol,C10H8O,866,0.866
"1-Naphthoic Acid, 4-Ethoxy-",C13H12O3,16.7,0.0167
"1-Naphthalenesulfonic Acid, 8-Amino-",C10H9NO3S,200,0.2
"1-Naphthalenesulfonic Acid, 8-(2-Hydroxy-1-Napht",C20H14N2O4S,2100,2.1
"1-Naphthalenesulfonic Acid, 7-Amino-",C10H9NO3S,600,0.6
"1-Naphthalenesulfonic Acid, 6-Amino-",C10H9NO3S,330,0.33
"1-Naphthalenesulfonic Acid, 5-[(2-Hydroxy-1-Naph",C20H14N2O4S,155000,155
"1-Naphthalenesulfonic Acid, 5-Amino-",C10H9NO3S,1000,1
"1-Naphthalenesulfonic Acid, 4- (2-Hydroxy-1-Naph",C20H14N2O4S,26000,26
"1-Naphthalenesulfonic Acid, 3-Amino-4-Hydroxy-",C10H9NO4S,431,0.431
"1-Naphthalenepropanoic Acid, .beta.-Amino-, (?)",C13H13NO2,5530,5.53
1-Naphthalenemethanol,C11H10O,2850,2.85
"1-Naphthalenecarboxylic Acid, 8-Nitro-",C11H7NO4,386,0.386
"1-Naphthalenecarboxylic Acid, 3,4-Dihydro-",C11H10O2,280,0.28
"1-Naphthalenecarboxylic Acid, 2-Hydroxy-",C11H8O3,140,0.14
"1-Naphthalenecarboxylic Acid, 2-Chloro-",C11H7ClO2,1000,1
"1-Naphthalenecarboxamide, N-Hydroxy-N-Phenyl-",C17H13NO2,30,0.03
"1-Naphthalenebutanoic Acid, .gamma.-Oxo-",C14H12O3,75,0.075
1-Naphthaleneacetamide,C12H11NO,39,0.039
"1-Naphthalenamine, N-Phenyl-",C16H13N,60,0.06
"1-Naphthalenamine, N-Ethyl-",C12H13N,110,0.11
1-Monobutyrin,C7H14O4,7500,7.5
1-Methyluracil,C5H6N2O2,20000,20
1-Methylphenanthrene,C15H12,26.9,0.0269
1-Methylnaphthalene,C11H10,25.8,0.0258
1-Methylfluorene,C14H12,1.09,0.00109
1-Methylcyclohexene,C7H12,52,0.052
1-Methylcyclohexane,C7H14,14,0.014
1-Methylbenz(a)anthracene,C19H14,550,0.55
1-Methylanthracene,C15H12,26.9,0.0269
"1-Methyl-Cyclohexane-1,2,3,4,5,6-Hexaol",C7H14O6,4300,4.3
1-Methyl-4-Methoxycarbonyl-2-Pyrrolidone,C7H11NO3,1000000,1000
1-Methyl-4-Carboxy-2-Pyrrolidone,C6H9NO3,15900,15.9
1-Methyl-2-Isopropylbenzene,C10H14,23.3,0.0233
1-Methyl-2(h)-Quinolinone,C10H9NO,14300,14.3
1-Methyl Uric Acid,C6H6N4O3,5000,5
1-Methoxy-2-Propanol,C4H10O2,1000000,1000
1-Lauryl-4-Methoxycarbonyl-2-Pyrrolidone,C18H33NO3,13.1,0.0131
1-Lauryl-4-Carboxy-2-Pyrrolidone,C17H31NO3,178,0.178
1-Lauryl-2-Pyrrolidone,C16H31NO,5.42,0.00542
1-Isothiocyanonaphthalene,C11H7NS,4.63,0.00463
"1-Isobenzofurancarboxamide, 1,3-Dihydro-3-Oxo-",C9H7NO3,1300,1.3
1-Iodopropane,C3H7I,1070,1.07
1-Iodonaphthalene,C10H17I,7.44,0.00744
1-Iodoheptane,C7H15I,3.5,0.0035
1-Hydroxyanthraquinone,C14H8O3,8.5,0.0085
1-Hydroxy-Cyclohexanecarboxylic Acid,C7H12O3,67000,67
1-Hexyne,C6H10,360,0.36
1-Hexyn-3-Ol,C6H10O,38000,38
1-Hexyl-4-Methoxycarbonyl-2-Pyrrolidone,C12H21NO3,12900,12.9
1-Hexyl-4-Carboxy-2-Pyrrolidone,C11H19NO3,7460,7.46
1-Hexyl-2-Pyrrolidone,C10H19NO,13400,13.4
1-Hexyl Nitrate,C6H13NO3,110,0.11
1-Hexene,C6H12,50,0.05
1-Hexen-3-Ol,C6H12O,25200,25.2
"1-Hexanol, 3,3,4,4,5,5,6,6,6-Nonafluoro-",C6H5F9O,977,0.977
1-Hexanol,C6H14O,5900,5.9
"1-Hexanamine, N-Hexyl-",C12H27N,129,0.129
1-Hexadecanol,C16H34O,412,0.412
1-Heptyne,C7H12,94,0.094
1-Heptene,C7H14,18.2,0.0182
"1-Heptanol, 6-Methyl-",C8H18O,647,0.647
"1-Heptanol, 5-Methyl-, (.+-.)-",C8H18O,712,0.712
"1-Heptanol, 4-Methyl-, (+-)",C8H18O,685,0.685
"1-Heptanol, 3-Methyl-, (.+-.)-",C8H18O,806,0.806
"1-Heptanol, 2-Methyl-, (.+-.)-",C8H18O,721,0.721
1-Heptanol,C7H16O,1670,1.67
1-Heptanethiol,C7H16S,9.26,0.00926
1-Fluoronaphthalene,C10H7F,51.5,0.0515
"1-Fluoro-2,4-Dinitrobenzene",C6H3FN2O4,400,0.4
1-Ethylnaphthalene,C12H12,10.7,0.0107
1-Ethyl-2-Methylbenzene,C9H12,74.6,0.0746
1-Decene,C10H20,57,0.057
1-Decanol,C10H22O,37,0.037
"1-Cyclopentene-1-Carboxylic Acid, 2,3,3-Trimethy",C9H14O2,200,0.2
"1-Cyclohexene-1-Carboxylic Acid, 2-Methyl-",C8H12O2,730,0.73
1-Cyclohexene-1-Carboxylic Acid,C7H10O2,7000,7
"1-Cyclohexene-1,4-Dicarboxylic Acid",C8H10O4,259,0.259
1-Chloropropane,C3H7Cl,2720,2.72
1-Chloropentane,C5H11Cl,197,0.197
1-Chlorooctane,C8H17Cl,4.89,0.00489
1-Chloronaphthalene,C10H7Cl,17.4,0.0174
1-Chlorohexane,C6H13Cl,91,0.091
1-Chloroheptane,C7H15Cl,13.6,0.0136
1-Chlorodibenzo-p-Dioxin,C12H7ClO2,41.7,0.0417
1-Chlorobutane,C4H9Cl,1100,1.1
1-Chloro-3-Isothiocyanato-Benzene,C7H4ClNS,19,0.019
1-Chloro-3-Bromopropane,C3H6BrCl,2240,2.24
1-Chloro-2-Nitropropane,C3H6ClNO2,8000,8
1-Chloro-2-Methylpropene,C4H7Cl,1000,1
1-Chloro-2-Fluoroethane,C2H4ClF,24400,24.4
1-Chloro-2-Fluorobenzene,C6H4ClF,501,0.501
1-Chloro-2-Butene,C4H7Cl,1000,1
"1-Chloro-2,5-Pyrrolidinedione",C4H4ClNO2,14300,14.3
"1-Chloro-2,3-Epoxypropane",C3H5ClO,65900,65.9
1-Chloro-1-Nitropropane,C3H6ClNO2,8000,8
"1-Chloro-1,2,2,2-Tetrafluoroethane",C2HClF4,1500,1.5
"1-Chloro-1,1-Difluoroethane",C2H3ClF2,1400,1.4
1-Camphoronic Acid,C9H14O6,111000,111
1-Butyne,C4H6,2870,2.87
1-Butyl Theobromine,C11H16N4O2,5600,5.6
"1-Butene, 4-Isothiocyanato-",C5H7NS,460,0.46
1-Butene,C4H8,221,0.221
1-Buten-3-Yne,C4H4,1790,1.79
"1-Butanone, 4-[4-(4-Chlorophenyl)-4-Hydroxy-1-Pi",C21H24ClNO2,7,0.007
